Leading Cancer Sites,Leading Cancer Sites Code,Race,Race Code,Sex,Sex Code,Age Groups,Age Groups Code,Year,Year Code,Count,Population,Crude Rate
Pancreas,21100,Asian or Pacific Islander,A-PI,Female,F,15-19 years,15-19,2012,2012,0,585627,0
Pancreas,21100,Asian or Pacific Islander,A-PI,Female,F,15-19 years,15-19,2013,2013,0,596879,0
Pancreas,21100,Asian or Pacific Islander,A-PI,Female,F,15-19 years,15-19,2014,2014,0,608152,0
Pancreas,21100,Asian or Pacific Islander,A-PI,Female,F,15-19 years,15-19,2015,2015,0,623868,0
Pancreas,21100,Asian or Pacific Islander,A-PI,Female,F,15-19 years,15-19,2018,2018,0,654241,0
Pancreas,21100,Asian or Pacific Islander,A-PI,Female,F,20-24 years,20-24,2012,2012,0,705234,0
Pancreas,21100,Asian or Pacific Islander,A-PI,Female,F,20-24 years,20-24,2017,2017,0,737257,0
Pancreas,21100,Asian or Pacific Islander,A-PI,Female,F,25-29 years,25-29,2011,2011,0,771158,0
Pancreas,21100,Asian or Pacific Islander,A-PI,Female,F,40-44 years,40-44,2017,2017,17,846016,2
Pancreas,21100,Asian or Pacific Islander,A-PI,Female,F,40-44 years,40-44,2019,2019,17,851237,2
Pancreas,21100,Asian or Pacific Islander,A-PI,Female,F,45-49 years,45-49,2010,2010,19,641910,3
Pancreas,21100,Asian or Pacific Islander,A-PI,Female,F,45-49 years,45-49,2011,2011,17,656267,2.6
Pancreas,21100,Asian or Pacific Islander,A-PI,Female,F,45-49 years,45-49,2012,2012,30,668181,4.5
Pancreas,21100,Asian or Pacific Islander,A-PI,Female,F,45-49 years,45-49,2014,2014,18,697504,2.6
Pancreas,21100,Asian or Pacific Islander,A-PI,Female,F,45-49 years,45-49,2015,2015,24,727498,3.3
Pancreas,21100,Asian or Pacific Islander,A-PI,Female,F,45-49 years,45-49,2016,2016,31,758946,4.1
Pancreas,21100,Asian or Pacific Islander,A-PI,Female,F,45-49 years,45-49,2017,2017,34,794348,4.3
Pancreas,21100,Asian or Pacific Islander,A-PI,Female,F,45-49 years,45-49,2018,2018,43,804524,5.3
Pancreas,21100,Asian or Pacific Islander,A-PI,Female,F,45-49 years,45-49,2019,2019,32,819841,3.9
Pancreas,21100,Asian or Pacific Islander,A-PI,Female,F,50-54 years,50-54,2010,2010,43,590719,7.3
Pancreas,21100,Asian or Pacific Islander,A-PI,Female,F,50-54 years,50-54,2011,2011,31,601285,5.2
Pancreas,21100,Asian or Pacific Islander,A-PI,Female,F,50-54 years,50-54,2012,2012,37,613218,6
Pancreas,21100,Asian or Pacific Islander,A-PI,Female,F,50-54 years,50-54,2013,2013,36,632814,5.7
Pancreas,21100,Asian or Pacific Islander,A-PI,Female,F,50-54 years,50-54,2014,2014,34,654766,5.2
Pancreas,21100,Asian or Pacific Islander,A-PI,Female,F,50-54 years,50-54,2015,2015,48,665996,7.2
Pancreas,21100,Asian or Pacific Islander,A-PI,Female,F,50-54 years,50-54,2016,2016,50,679367,7.4
Pancreas,21100,Asian or Pacific Islander,A-PI,Female,F,50-54 years,50-54,2017,2017,47,689749,6.8
Pancreas,21100,Asian or Pacific Islander,A-PI,Female,F,50-54 years,50-54,2018,2018,53,686555,7.7
Pancreas,21100,Asian or Pacific Islander,A-PI,Female,F,50-54 years,50-54,2019,2019,48,699684,6.9
Pancreas,21100,Asian or Pacific Islander,A-PI,Female,F,55-59 years,55-59,2010,2010,59,513387,11.5
Pancreas,21100,Asian or Pacific Islander,A-PI,Female,F,55-59 years,55-59,2011,2011,44,536178,8.2
Pancreas,21100,Asian or Pacific Islander,A-PI,Female,F,55-59 years,55-59,2012,2012,57,556927,10.2
Pancreas,21100,Asian or Pacific Islander,A-PI,Female,F,55-59 years,55-59,2013,2013,47,576215,8.2
Pancreas,21100,Asian or Pacific Islander,A-PI,Female,F,55-59 years,55-59,2014,2014,72,591930,12.2
Pancreas,21100,Asian or Pacific Islander,A-PI,Female,F,55-59 years,55-59,2015,2015,61,609183,10
Pancreas,21100,Asian or Pacific Islander,A-PI,Female,F,55-59 years,55-59,2016,2016,58,620831,9.3
Pancreas,21100,Asian or Pacific Islander,A-PI,Female,F,55-59 years,55-59,2017,2017,88,631956,13.9
Pancreas,21100,Asian or Pacific Islander,A-PI,Female,F,55-59 years,55-59,2018,2018,74,636607,11.6
Pancreas,21100,Asian or Pacific Islander,A-PI,Female,F,55-59 years,55-59,2019,2019,73,653385,11.2
Pancreas,21100,Asian or Pacific Islander,A-PI,Female,F,60-64 years ,60-64,2010,2010,73,420982,17.3
Pancreas,21100,Asian or Pacific Islander,A-PI,Female,F,60-64 years ,60-64,2011,2011,70,449645,15.6
Pancreas,21100,Asian or Pacific Islander,A-PI,Female,F,60-64 years ,60-64,2012,2012,86,468518,18.4
Pancreas,21100,Asian or Pacific Islander,A-PI,Female,F,60-64 years ,60-64,2013,2013,104,487725,21.3
Pancreas,21100,Asian or Pacific Islander,A-PI,Female,F,60-64 years ,60-64,2014,2014,88,507496,17.3
Pancreas,21100,Asian or Pacific Islander,A-PI,Female,F,60-64 years ,60-64,2015,2015,87,527521,16.5
Pancreas,21100,Asian or Pacific Islander,A-PI,Female,F,60-64 years ,60-64,2016,2016,105,550768,19.1
Pancreas,21100,Asian or Pacific Islander,A-PI,Female,F,60-64 years ,60-64,2017,2017,116,570692,20.3
Pancreas,21100,Asian or Pacific Islander,A-PI,Female,F,60-64 years ,60-64,2018,2018,112,576381,19.4
Pancreas,21100,Asian or Pacific Islander,A-PI,Female,F,60-64 years ,60-64,2019,2019,105,588124,17.9
Pancreas,21100,Asian or Pacific Islander,A-PI,Female,F,65-69 years,65-69,2010,2010,72,286178,25.2
Pancreas,21100,Asian or Pacific Islander,A-PI,Female,F,65-69 years,65-69,2011,2011,85,304522,27.9
Pancreas,21100,Asian or Pacific Islander,A-PI,Female,F,65-69 years,65-69,2012,2012,90,331382,27.2
Pancreas,21100,Asian or Pacific Islander,A-PI,Female,F,65-69 years,65-69,2013,2013,94,361685,26
Pancreas,21100,Asian or Pacific Islander,A-PI,Female,F,65-69 years,65-69,2014,2014,120,393232,30.5
Pancreas,21100,Asian or Pacific Islander,A-PI,Female,F,65-69 years,65-69,2015,2015,108,428168,25.2
Pancreas,21100,Asian or Pacific Islander,A-PI,Female,F,65-69 years,65-69,2016,2016,125,457696,27.3
Pancreas,21100,Asian or Pacific Islander,A-PI,Female,F,65-69 years,65-69,2017,2017,126,476875,26.4
Pancreas,21100,Asian or Pacific Islander,A-PI,Female,F,65-69 years,65-69,2018,2018,137,484144,28.3
Pancreas,21100,Asian or Pacific Islander,A-PI,Female,F,65-69 years,65-69,2019,2019,160,500447,32
Pancreas,21100,Asian or Pacific Islander,A-PI,Female,F,70-74 years,70-74,2010,2010,104,212815,48.9
Pancreas,21100,Asian or Pacific Islander,A-PI,Female,F,70-74 years,70-74,2011,2011,100,224929,44.5
Pancreas,21100,Asian or Pacific Islander,A-PI,Female,F,70-74 years,70-74,2012,2012,94,239224,39.3
Pancreas,21100,Asian or Pacific Islander,A-PI,Female,F,70-74 years,70-74,2013,2013,100,252783,39.6
Pancreas,21100,Asian or Pacific Islander,A-PI,Female,F,70-74 years,70-74,2014,2014,108,269289,40.1
Pancreas,21100,Asian or Pacific Islander,A-PI,Female,F,70-74 years,70-74,2015,2015,123,286774,42.9
Pancreas,21100,Asian or Pacific Islander,A-PI,Female,F,70-74 years,70-74,2016,2016,131,304957,43
Pancreas,21100,Asian or Pacific Islander,A-PI,Female,F,70-74 years,70-74,2017,2017,135,331076,40.8
Pancreas,21100,Asian or Pacific Islander,A-PI,Female,F,70-74 years,70-74,2018,2018,162,351735,46.1
Pancreas,21100,Asian or Pacific Islander,A-PI,Female,F,70-74 years,70-74,2019,2019,152,380018,40
Pancreas,21100,Asian or Pacific Islander,A-PI,Female,F,75-79 years,75-79,2010,2010,96,157966,60.8
Pancreas,21100,Asian or Pacific Islander,A-PI,Female,F,75-79 years,75-79,2011,2011,105,165625,63.4
Pancreas,21100,Asian or Pacific Islander,A-PI,Female,F,75-79 years,75-79,2012,2012,107,174139,61.4
Pancreas,21100,Asian or Pacific Islander,A-PI,Female,F,75-79 years,75-79,2013,2013,117,182756,64
Pancreas,21100,Asian or Pacific Islander,A-PI,Female,F,75-79 years,75-79,2014,2014,124,193117,64.2
Pancreas,21100,Asian or Pacific Islander,A-PI,Female,F,75-79 years,75-79,2015,2015,131,205146,63.9
Pancreas,21100,Asian or Pacific Islander,A-PI,Female,F,75-79 years,75-79,2016,2016,130,216833,60
Pancreas,21100,Asian or Pacific Islander,A-PI,Female,F,75-79 years,75-79,2017,2017,127,230477,55.1
Pancreas,21100,Asian or Pacific Islander,A-PI,Female,F,75-79 years,75-79,2018,2018,160,237837,67.3
Pancreas,21100,Asian or Pacific Islander,A-PI,Female,F,75-79 years,75-79,2019,2019,139,252315,55.1
Pancreas,21100,Asian or Pacific Islander,A-PI,Female,F,80-84 years,80-84,2010,2010,79,112189,70.4
Pancreas,21100,Asian or Pacific Islander,A-PI,Female,F,80-84 years,80-84,2011,2011,82,118322,69.3
Pancreas,21100,Asian or Pacific Islander,A-PI,Female,F,80-84 years,80-84,2012,2012,114,124071,91.9
Pancreas,21100,Asian or Pacific Islander,A-PI,Female,F,80-84 years,80-84,2013,2013,110,130567,84.2
Pancreas,21100,Asian or Pacific Islander,A-PI,Female,F,80-84 years,80-84,2014,2014,91,136124,66.9
Pancreas,21100,Asian or Pacific Islander,A-PI,Female,F,80-84 years,80-84,2015,2015,115,141885,81.1
Pancreas,21100,Asian or Pacific Islander,A-PI,Female,F,80-84 years,80-84,2016,2016,119,148995,79.9
Pancreas,21100,Asian or Pacific Islander,A-PI,Female,F,80-84 years,80-84,2017,2017,112,156788,71.4
Pancreas,21100,Asian or Pacific Islander,A-PI,Female,F,80-84 years,80-84,2018,2018,117,161801,72.3
Pancreas,21100,Asian or Pacific Islander,A-PI,Female,F,80-84 years,80-84,2019,2019,119,170586,69.8
Pancreas,21100,Asian or Pacific Islander,A-PI,Female,F,85+ years,85+,2010,2010,99,95393,103.8
Pancreas,21100,Asian or Pacific Islander,A-PI,Female,F,85+ years,85+,2011,2011,99,104852,94.4
Pancreas,21100,Asian or Pacific Islander,A-PI,Female,F,85+ years,85+,2012,2012,129,114688,112.5
Pancreas,21100,Asian or Pacific Islander,A-PI,Female,F,85+ years,85+,2013,2013,97,124856,77.7
Pancreas,21100,Asian or Pacific Islander,A-PI,Female,F,85+ years,85+,2014,2014,112,135698,82.5
Pancreas,21100,Asian or Pacific Islander,A-PI,Female,F,85+ years,85+,2015,2015,131,147689,88.7
Pancreas,21100,Asian or Pacific Islander,A-PI,Female,F,85+ years,85+,2016,2016,110,159134,69.1
Pancreas,21100,Asian or Pacific Islander,A-PI,Female,F,85+ years,85+,2017,2017,147,170289,86.3
Pancreas,21100,Asian or Pacific Islander,A-PI,Female,F,85+ years,85+,2018,2018,140,179879,77.8
Pancreas,21100,Asian or Pacific Islander,A-PI,Female,F,85+ years,85+,2019,2019,149,190823,78.1
Pancreas,21100,Asian or Pacific Islander,A-PI,Male,M,< 1 year,1,2010,2010,0,118633,0
Pancreas,21100,Asian or Pacific Islander,A-PI,Male,M,< 1 year,1,2011,2011,0,124389,0
Pancreas,21100,Asian or Pacific Islander,A-PI,Male,M,< 1 year,1,2012,2012,0,127903,0
Pancreas,21100,Asian or Pacific Islander,A-PI,Male,M,< 1 year,1,2013,2013,0,135345,0
Pancreas,21100,Asian or Pacific Islander,A-PI,Male,M,< 1 year,1,2014,2014,0,135315,0
Pancreas,21100,Asian or Pacific Islander,A-PI,Male,M,< 1 year,1,2015,2015,0,141836,0
Pancreas,21100,Asian or Pacific Islander,A-PI,Male,M,< 1 year,1,2017,2017,0,146042,0
Pancreas,21100,Asian or Pacific Islander,A-PI,Male,M,< 1 year,1,2018,2018,0,139579,0
Pancreas,21100,Asian or Pacific Islander,A-PI,Male,M,< 1 year,1,2019,2019,0,135598,0
Pancreas,21100,Asian or Pacific Islander,A-PI,Male,M,1-4 years,4-Jan,2010,2010,0,481001,0
Pancreas,21100,Asian or Pacific Islander,A-PI,Male,M,1-4 years,4-Jan,2011,2011,0,490350,0
Pancreas,21100,Asian or Pacific Islander,A-PI,Male,M,1-4 years,4-Jan,2013,2013,0,515774,0
Pancreas,21100,Asian or Pacific Islander,A-PI,Male,M,1-4 years,4-Jan,2014,2014,0,540614,0
Pancreas,21100,Asian or Pacific Islander,A-PI,Male,M,1-4 years,4-Jan,2015,2015,0,559620,0
Pancreas,21100,Asian or Pacific Islander,A-PI,Male,M,1-4 years,4-Jan,2018,2018,0,591354,0
Pancreas,21100,Asian or Pacific Islander,A-PI,Male,M,1-4 years,4-Jan,2019,2019,0,594027,0
Pancreas,21100,Asian or Pacific Islander,A-PI,Male,M,5-9 years,9-May,2011,2011,0,602254,0
Pancreas,21100,Asian or Pacific Islander,A-PI,Male,M,5-9 years,9-May,2012,2012,0,620333,0
Pancreas,21100,Asian or Pacific Islander,A-PI,Male,M,5-9 years,9-May,2013,2013,0,634440,0
Pancreas,21100,Asian or Pacific Islander,A-PI,Male,M,5-9 years,9-May,2014,2014,0,643171,0
Pancreas,21100,Asian or Pacific Islander,A-PI,Male,M,5-9 years,9-May,2015,2015,0,655730,0
Pancreas,21100,Asian or Pacific Islander,A-PI,Male,M,5-9 years,9-May,2016,2016,0,673428,0
Pancreas,21100,Asian or Pacific Islander,A-PI,Male,M,5-9 years,9-May,2017,2017,0,690764,0
Pancreas,21100,Asian or Pacific Islander,A-PI,Male,M,5-9 years,9-May,2019,2019,0,720943,0
Pancreas,21100,Asian or Pacific Islander,A-PI,Male,M,10-14 years,14-Oct,2010,2010,0,561565,0
Pancreas,21100,Asian or Pacific Islander,A-PI,Male,M,10-14 years,14-Oct,2011,2011,0,575303,0
Pancreas,21100,Asian or Pacific Islander,A-PI,Male,M,10-14 years,14-Oct,2012,2012,0,586586,0
Pancreas,21100,Asian or Pacific Islander,A-PI,Male,M,10-14 years,14-Oct,2013,2013,0,603886,0
Pancreas,21100,Asian or Pacific Islander,A-PI,Male,M,10-14 years,14-Oct,2015,2015,0,638176,0
Pancreas,21100,Asian or Pacific Islander,A-PI,Male,M,10-14 years,14-Oct,2017,2017,0,666135,0
Pancreas,21100,Asian or Pacific Islander,A-PI,Male,M,10-14 years,14-Oct,2018,2018,0,667756,0
Pancreas,21100,Asian or Pacific Islander,A-PI,Male,M,15-19 years,15-19,2010,2010,0,604077,0
Pancreas,21100,Asian or Pacific Islander,A-PI,Male,M,15-19 years,15-19,2012,2012,0,608001,0
Pancreas,21100,Asian or Pacific Islander,A-PI,Male,M,15-19 years,15-19,2013,2013,0,616203,0
Pancreas,21100,Asian or Pacific Islander,A-PI,Male,M,15-19 years,15-19,2014,2014,0,624475,0
Pancreas,21100,Asian or Pacific Islander,A-PI,Male,M,15-19 years,15-19,2015,2015,0,637757,0
Pancreas,21100,Asian or Pacific Islander,A-PI,Male,M,15-19 years,15-19,2016,2016,0,651339,0
Pancreas,21100,Asian or Pacific Islander,A-PI,Male,M,15-19 years,15-19,2017,2017,0,660431,0
Pancreas,21100,Asian or Pacific Islander,A-PI,Male,M,15-19 years,15-19,2019,2019,0,675837,0
Pancreas,21100,Asian or Pacific Islander,A-PI,Male,M,20-24 years,20-24,2010,2010,0,674855,0
Pancreas,21100,Asian or Pacific Islander,A-PI,Male,M,20-24 years,20-24,2012,2012,0,726734,0
Pancreas,21100,Asian or Pacific Islander,A-PI,Male,M,20-24 years,20-24,2015,2015,0,759934,0
Pancreas,21100,Asian or Pacific Islander,A-PI,Male,M,20-24 years,20-24,2018,2018,0,750505,0
Pancreas,21100,Asian or Pacific Islander,A-PI,Male,M,20-24 years,20-24,2019,2019,0,744153,0
Pancreas,21100,Asian or Pacific Islander,A-PI,Male,M,25-29 years,25-29,2011,2011,0,720210,0
Pancreas,21100,Asian or Pacific Islander,A-PI,Male,M,25-29 years,25-29,2012,2012,0,740804,0
Pancreas,21100,Asian or Pacific Islander,A-PI,Male,M,25-29 years,25-29,2019,2019,0,891813,0
Pancreas,21100,Asian or Pacific Islander,A-PI,Male,M,40-44 years,40-44,2013,2013,20,700242,2.9
Pancreas,21100,Asian or Pacific Islander,A-PI,Male,M,40-44 years,40-44,2016,2016,17,741965,2.3
Pancreas,21100,Asian or Pacific Islander,A-PI,Male,M,40-44 years,40-44,2017,2017,18,748396,2.4
Pancreas,21100,Asian or Pacific Islander,A-PI,Male,M,45-49 years,45-49,2010,2010,21,572159,3.7
Pancreas,21100,Asian or Pacific Islander,A-PI,Male,M,45-49 years,45-49,2011,2011,18,586118,3.1
Pancreas,21100,Asian or Pacific Islander,A-PI,Male,M,45-49 years,45-49,2012,2012,29,595282,4.9
Pancreas,21100,Asian or Pacific Islander,A-PI,Male,M,45-49 years,45-49,2013,2013,31,603595,5.1
Pancreas,21100,Asian or Pacific Islander,A-PI,Male,M,45-49 years,45-49,2014,2014,33,619195,5.3
Pancreas,21100,Asian or Pacific Islander,A-PI,Male,M,45-49 years,45-49,2015,2015,30,644127,4.7
Pancreas,21100,Asian or Pacific Islander,A-PI,Male,M,45-49 years,45-49,2016,2016,43,670958,6.4
Pancreas,21100,Asian or Pacific Islander,A-PI,Male,M,45-49 years,45-49,2017,2017,29,701583,4.1
Pancreas,21100,Asian or Pacific Islander,A-PI,Male,M,45-49 years,45-49,2018,2018,28,712319,3.9
Pancreas,21100,Asian or Pacific Islander,A-PI,Male,M,45-49 years,45-49,2019,2019,44,726145,6.1
Pancreas,21100,Asian or Pacific Islander,A-PI,Male,M,50-54 years,50-54,2010,2010,48,512538,9.4
Pancreas,21100,Asian or Pacific Islander,A-PI,Male,M,50-54 years,50-54,2011,2011,35,523270,6.7
Pancreas,21100,Asian or Pacific Islander,A-PI,Male,M,50-54 years,50-54,2012,2012,48,535885,9
Pancreas,21100,Asian or Pacific Islander,A-PI,Male,M,50-54 years,50-54,2013,2013,45,554181,8.1
Pancreas,21100,Asian or Pacific Islander,A-PI,Male,M,50-54 years,50-54,2014,2014,37,573114,6.5
Pancreas,21100,Asian or Pacific Islander,A-PI,Male,M,50-54 years,50-54,2015,2015,61,584623,10.4
Pancreas,21100,Asian or Pacific Islander,A-PI,Male,M,50-54 years,50-54,2016,2016,59,598373,9.9
Pancreas,21100,Asian or Pacific Islander,A-PI,Male,M,50-54 years,50-54,2017,2017,61,606774,10.1
Pancreas,21100,Asian or Pacific Islander,A-PI,Male,M,50-54 years,50-54,2018,2018,60,603998,9.9
Pancreas,21100,Asian or Pacific Islander,A-PI,Male,M,50-54 years,50-54,2019,2019,64,616396,10.4
Pancreas,21100,Asian or Pacific Islander,A-PI,Male,M,55-59 years,55-59,2010,2010,59,427003,13.8
Pancreas,21100,Asian or Pacific Islander,A-PI,Male,M,55-59 years,55-59,2011,2011,64,448181,14.3
Pancreas,21100,Asian or Pacific Islander,A-PI,Male,M,55-59 years,55-59,2012,2012,58,467772,12.4
Pancreas,21100,Asian or Pacific Islander,A-PI,Male,M,55-59 years,55-59,2013,2013,85,485964,17.5
Pancreas,21100,Asian or Pacific Islander,A-PI,Male,M,55-59 years,55-59,2014,2014,81,500895,16.2
Pancreas,21100,Asian or Pacific Islander,A-PI,Male,M,55-59 years,55-59,2015,2015,74,517651,14.3
Pancreas,21100,Asian or Pacific Islander,A-PI,Male,M,55-59 years,55-59,2016,2016,80,528186,15.1
Pancreas,21100,Asian or Pacific Islander,A-PI,Male,M,55-59 years,55-59,2017,2017,92,539862,17
Pancreas,21100,Asian or Pacific Islander,A-PI,Male,M,55-59 years,55-59,2018,2018,86,547365,15.7
Pancreas,21100,Asian or Pacific Islander,A-PI,Male,M,55-59 years,55-59,2019,2019,72,562928,12.8
Pancreas,21100,Asian or Pacific Islander,A-PI,Male,M,60-64 years ,60-64,2010,2010,77,346121,22.2
Pancreas,21100,Asian or Pacific Islander,A-PI,Male,M,60-64 years ,60-64,2011,2011,82,366558,22.4
Pancreas,21100,Asian or Pacific Islander,A-PI,Male,M,60-64 years ,60-64,2012,2012,106,381082,27.8
Pancreas,21100,Asian or Pacific Islander,A-PI,Male,M,60-64 years ,60-64,2013,2013,95,395820,24
Pancreas,21100,Asian or Pacific Islander,A-PI,Male,M,60-64 years ,60-64,2014,2014,76,411314,18.5
Pancreas,21100,Asian or Pacific Islander,A-PI,Male,M,60-64 years ,60-64,2015,2015,105,427369,24.6
Pancreas,21100,Asian or Pacific Islander,A-PI,Male,M,60-64 years ,60-64,2016,2016,110,448356,24.5
Pancreas,21100,Asian or Pacific Islander,A-PI,Male,M,60-64 years ,60-64,2017,2017,105,466710,22.5
Pancreas,21100,Asian or Pacific Islander,A-PI,Male,M,60-64 years ,60-64,2018,2018,126,474892,26.5
Pancreas,21100,Asian or Pacific Islander,A-PI,Male,M,60-64 years ,60-64,2019,2019,116,486636,23.8
Pancreas,21100,Asian or Pacific Islander,A-PI,Male,M,65-69 years,65-69,2010,2010,78,238740,32.7
Pancreas,21100,Asian or Pacific Islander,A-PI,Male,M,65-69 years,65-69,2011,2011,92,252756,36.4
Pancreas,21100,Asian or Pacific Islander,A-PI,Male,M,65-69 years,65-69,2012,2012,74,273083,27.1
Pancreas,21100,Asian or Pacific Islander,A-PI,Male,M,65-69 years,65-69,2013,2013,94,295484,31.8
Pancreas,21100,Asian or Pacific Islander,A-PI,Male,M,65-69 years,65-69,2014,2014,123,318810,38.6
Pancreas,21100,Asian or Pacific Islander,A-PI,Male,M,65-69 years,65-69,2015,2015,121,344575,35.1
Pancreas,21100,Asian or Pacific Islander,A-PI,Male,M,65-69 years,65-69,2016,2016,130,364145,35.7
Pancreas,21100,Asian or Pacific Islander,A-PI,Male,M,65-69 years,65-69,2017,2017,154,377707,40.8
Pancreas,21100,Asian or Pacific Islander,A-PI,Male,M,65-69 years,65-69,2018,2018,166,383667,43.3
Pancreas,21100,Asian or Pacific Islander,A-PI,Male,M,65-69 years,65-69,2019,2019,143,396176,36.1
Pancreas,21100,Asian or Pacific Islander,A-PI,Male,M,70-74 years,70-74,2010,2010,64,176464,36.3
Pancreas,21100,Asian or Pacific Islander,A-PI,Male,M,70-74 years,70-74,2011,2011,89,186545,47.7
Pancreas,21100,Asian or Pacific Islander,A-PI,Male,M,70-74 years,70-74,2012,2012,94,197407,47.6
Pancreas,21100,Asian or Pacific Islander,A-PI,Male,M,70-74 years,70-74,2013,2013,98,208082,47.1
Pancreas,21100,Asian or Pacific Islander,A-PI,Male,M,70-74 years,70-74,2014,2014,106,220091,48.2
Pancreas,21100,Asian or Pacific Islander,A-PI,Male,M,70-74 years,70-74,2015,2015,112,232138,48.2
Pancreas,21100,Asian or Pacific Islander,A-PI,Male,M,70-74 years,70-74,2016,2016,119,245871,48.4
Pancreas,21100,Asian or Pacific Islander,A-PI,Male,M,70-74 years,70-74,2017,2017,143,265555,53.8
Pancreas,21100,Asian or Pacific Islander,A-PI,Male,M,70-74 years,70-74,2018,2018,148,280707,52.7
Pancreas,21100,Asian or Pacific Islander,A-PI,Male,M,70-74 years,70-74,2019,2019,146,300997,48.5
Pancreas,21100,Asian or Pacific Islander,A-PI,Male,M,75-79 years,75-79,2010,2010,65,116220,55.9
Pancreas,21100,Asian or Pacific Islander,A-PI,Male,M,75-79 years,75-79,2011,2011,86,124257,69.2
Pancreas,21100,Asian or Pacific Islander,A-PI,Male,M,75-79 years,75-79,2012,2012,96,133210,72.1
Pancreas,21100,Asian or Pacific Islander,A-PI,Male,M,75-79 years,75-79,2013,2013,96,142557,67.3
Pancreas,21100,Asian or Pacific Islander,A-PI,Male,M,75-79 years,75-79,2014,2014,85,152385,55.8
Pancreas,21100,Asian or Pacific Islander,A-PI,Male,M,75-79 years,75-79,2015,2015,107,163349,65.5
Pancreas,21100,Asian or Pacific Islander,A-PI,Male,M,75-79 years,75-79,2016,2016,126,172813,72.9
Pancreas,21100,Asian or Pacific Islander,A-PI,Male,M,75-79 years,75-79,2017,2017,118,182774,64.6
Pancreas,21100,Asian or Pacific Islander,A-PI,Male,M,75-79 years,75-79,2018,2018,133,188871,70.4
Pancreas,21100,Asian or Pacific Islander,A-PI,Male,M,75-79 years,75-79,2019,2019,153,199101,76.8
Pancreas,21100,Asian or Pacific Islander,A-PI,Male,M,80-84 years,80-84,2010,2010,64,72513,88.3
Pancreas,21100,Asian or Pacific Islander,A-PI,Male,M,80-84 years,80-84,2011,2011,86,77288,111.3
Pancreas,21100,Asian or Pacific Islander,A-PI,Male,M,80-84 years,80-84,2012,2012,67,82263,81.4
Pancreas,21100,Asian or Pacific Islander,A-PI,Male,M,80-84 years,80-84,2013,2013,71,87725,80.9
Pancreas,21100,Asian or Pacific Islander,A-PI,Male,M,80-84 years,80-84,2014,2014,82,93592,87.6
Pancreas,21100,Asian or Pacific Islander,A-PI,Male,M,80-84 years,80-84,2015,2015,77,99696,77.2
Pancreas,21100,Asian or Pacific Islander,A-PI,Male,M,80-84 years,80-84,2016,2016,96,107127,89.6
Pancreas,21100,Asian or Pacific Islander,A-PI,Male,M,80-84 years,80-84,2017,2017,68,115050,59.1
Pancreas,21100,Asian or Pacific Islander,A-PI,Male,M,80-84 years,80-84,2018,2018,92,121036,76
Pancreas,21100,Asian or Pacific Islander,A-PI,Male,M,80-84 years,80-84,2019,2019,95,129149,73.6
Pancreas,21100,Asian or Pacific Islander,A-PI,Male,M,85+ years,85+,2010,2010,54,56035,96.4
Pancreas,21100,Asian or Pacific Islander,A-PI,Male,M,85+ years,85+,2011,2011,54,60997,88.5
Pancreas,21100,Asian or Pacific Islander,A-PI,Male,M,85+ years,85+,2012,2012,57,66541,85.7
Pancreas,21100,Asian or Pacific Islander,A-PI,Male,M,85+ years,85+,2013,2013,85,72163,117.8
Pancreas,21100,Asian or Pacific Islander,A-PI,Male,M,85+ years,85+,2014,2014,63,78421,80.3
Pancreas,21100,Asian or Pacific Islander,A-PI,Male,M,85+ years,85+,2015,2015,84,85651,98.1
Pancreas,21100,Asian or Pacific Islander,A-PI,Male,M,85+ years,85+,2016,2016,77,92668,83.1
Pancreas,21100,Asian or Pacific Islander,A-PI,Male,M,85+ years,85+,2017,2017,86,99909,86.1
Pancreas,21100,Asian or Pacific Islander,A-PI,Male,M,85+ years,85+,2018,2018,79,106437,74.2
Pancreas,21100,Asian or Pacific Islander,A-PI,Male,M,85+ years,85+,2019,2019,98,114564,85.5
Pancreas,21100,Black or African American,2054-5,Female,F,< 1 year,1,2010,2010,0,330073,0
Pancreas,21100,Black or African American,2054-5,Female,F,< 1 year,1,2011,2011,0,332471,0
Pancreas,21100,Black or African American,2054-5,Female,F,< 1 year,1,2012,2012,0,331336,0
Pancreas,21100,Black or African American,2054-5,Female,F,< 1 year,1,2013,2013,0,333296,0
Pancreas,21100,Black or African American,2054-5,Female,F,< 1 year,1,2015,2015,0,338497,0
Pancreas,21100,Black or African American,2054-5,Female,F,< 1 year,1,2016,2016,0,335883,0
Pancreas,21100,Black or African American,2054-5,Female,F,< 1 year,1,2017,2017,0,334713,0
Pancreas,21100,Black or African American,2054-5,Female,F,< 1 year,1,2018,2018,0,333800,0
Pancreas,21100,Black or African American,2054-5,Female,F,< 1 year,1,2019,2019,0,329042,0
Pancreas,21100,Black or African American,2054-5,Female,F,1-4 years,4-Jan,2010,2010,0,1345504,0
Pancreas,21100,Black or African American,2054-5,Female,F,1-4 years,4-Jan,2011,2011,0,1347478,0
Pancreas,21100,Black or African American,2054-5,Female,F,1-4 years,4-Jan,2012,2012,0,1343110,0
Pancreas,21100,Black or African American,2054-5,Female,F,1-4 years,4-Jan,2013,2013,0,1334411,0
Pancreas,21100,Black or African American,2054-5,Female,F,1-4 years,4-Jan,2014,2014,0,1337629,0
